what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,22.0.0.v201305140200--675183,"com.android.ide.eclipse.editors.CommonXmlEditor",1369096408566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369096414926
started,bundle,com.google.gdt.eclipse.suite,3.2.3.v201304260926-rel-r37,"com.google.gdt.eclipse.suite",1369096416829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369096419213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369096420768
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1369096420923
activated,editor,com.android.ide.eclipse.adt,22.0.0.v201305140200--675183,"com.android.ide.eclipse.editors.CommonXmlEditor",1369096428386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369096444193
activated,editor,com.android.ide.eclipse.adt,22.0.0.v201305140200--675183,"com.android.ide.eclipse.editors.CommonXmlEditor",1369096449819
activated,editor,com.android.ide.eclipse.adt,22.0.0.v201305140200--675183,"com.android.ide.eclipse.editors.CommonXmlEditor",1369096459996
activated,editor,com.android.ide.eclipse.adt,22.0.0.v201305140200--675183,"com.android.ide.eclipse.editors.CommonXmlEditor",1369096478002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369096480759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369096481684
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1369096481905
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1369096890781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369096892473
error,log,,,"artwork.xml: Failed to convert @color/blue into a drawable",1369096932000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369096953310
activated,editor,com.android.ide.eclipse.adt,22.0.0.v201305140200--675183,"com.android.ide.eclipse.editors.CommonXmlEditor",1369096954533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369096960085
activated,editor,com.android.ide.eclipse.adt,22.0.0.v201305140200--675183,"com.android.ide.eclipse.editors.CommonXmlEditor",1369096962160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369096964299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369096966562
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1369097578080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369097580320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369097581210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369097585975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369097589863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369097591793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369097617984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369097623583
activated,editor,com.android.ide.eclipse.adt,22.0.0.v201305140200--675183,"com.android.ide.eclipse.editors.CommonXmlEditor",1369097646616
